scramble,recover,time,step
0 9 2 7 5 10 14 10 5 15 4 10 0 6 11 0 6 2 11,9 16 10 5 15 0 3 7 0 6 1 7 1 6 0 13 0 12 1 13 0 12 16 2 15 0 10 0 9 0 9 0 10 0 15 0 16 0 9 7 3 15 4 10 6 15 0 16 0 15 2 16 14 1 13 1 12 0 14 13 0 12 1 12 0,8825,62
15 9 15 0 17 1 14 4 2 17 5 16 11 16 9 13 15 4 17,16 6 15 0 6 12 6 2 16 3 15 4 3 16 15 4 16 4 17 3 16 1 10 3 9 4 0 7 3 6 5 7 3 6 5 12 4 14 9 14 3 13 4 10 5 13 10 15 10 15 1 17 0 1 15 0 16 9 15 10 16 11 12 3 15 4 15 3 17 16 3 15 4 16 4 17 3,11430,76
11 17 7 13 0 14 5 17 11 14 0 12 9 1 13 2 7 14,9 13 7 4 16 6 5 6 5 7 4 6 3 7 3 7 4 6 5 7 3 6 1 3 16 3 15 0 3 9 3 10 4 9 4 10 4 9 3 10 5 3 4 10 15 9 16 4 6 9 4 7 3 10 6 3 7 3 6 4 7 5,11373,60
9 1 4 15 7 17 1 17 10 2 8 14 11 2 14 4 13,7 4 7 13 9 4 12 4 1 9 1 10 6 1 7 2 10 1 9 2 10 9 10 0 9 13 0 14 0 13 12 0 13 1 12 2 13 2 12 9 13 1 13 0 12 10 1 15 8 13 7 12 7 16 1 13 1 12 9 13 2 12 2 12 10 13 1 13 2 12 2,10979,70
4 9 2 12 8 15 5 8 13 4 6 5 17 1 14 3 6 5,2 10 16 0 13 3 14 4 13 3 6 3 7 4 6 5 7 15 3 16 3 15 3 16 5 3 6 16 7 4 6 15 7 3 6 5 8 4 6 3 6 5 16 7 4 7 3 6 15,6779,49
13 11 14 4 8 14 8 5 0 14 4 10 16 7 4 12 17 4 14 4,14 4 10 15 3 7 3 7 5 7 3 6 4 6 3 7 16 4 15 3 7 3 6 3 7 4 6 3 12 4 13 3 12 3 13 5 13 9 10 9 12 10 4 16 4 15 4 16 5 15 4 15 10 15 8 16 9 15 8 17,7997,60
17 5 17 1 8 17 12 3 6 3 9 3 12 4 12 5 12 3,10 13 7 2 8 4 2 4 12 3 13 4 12 5 13 3 9 14 10 4 8 4 17 3 9 3 10 6 3 7 4 16 5 17 3 16 5 16 3 15 4 16 4 15 5 13 11 15 9 16 10 15 9 16 9 12 3 17 4 16 4 15 3 17 16 3 15 4 15 4 15,9493,70
15 4 10 17 10 2 17 2 7 2 17 1 10 15 6 10 12 17 6,9 13 7 0 9 1 4 9 13 10 1 6 4 7 4 6 3 7 3 16 4 15 5 16 3 15 4 16 5 17 3 17 3 15 12 4 13 3 12 4 13 3 12 4 13 4 16 4 15 4 16 5 15 13 15 10 13 15 13 15 7 13 15 13 15 10 13 15 2 13 15 13 15 3,8366,63
17 2 8 1 13 4 17 4 6 14 11 0 14 8 14 11 2 3,0 14 3 8 1 6 1 3 6 4 8 3 6 4 7 3 6 4 7 3 6 3 16 4 15 3 12 4 13 16 5 15 4 10 6 1 15 0 7 9 3 16 4 15 4 16 5 15 4 0 16 4 15 1 3 17 3 16 3 15 4 15 4 17 5,7296,61
11 13 6 1 13 6 15 0 5 10 17 10 17 11 17 5 9 0 5,7 0 9 13 7 13 3 12 4 14 3 12 4 16 4 15 3 12 5 13 4 12 5 13 15 3 16 4 7 3 6 4 7 3 6 5 7 4 6 5 6 16 7 15 4 6 3 7 3 6 5 7 3 16 7 3 6 3 7 4 6 15 7 4 6 3 6 16 7 15 4,6964,70
11 5 1 9 5 14 5 14 8 17 11 1 16 2 12 8 3 1 10,3 17 1 17 4 12 4 13 1 0 4 9 3 10 1 7 3 6 4 7 3 6 13 5 12 3 6 10 4 16 3 15 7 9 5 13 4 15 16 12 4 15 13 4 12 3 16 3 13 3 12 4,7570,48
4 7 4 16 5 11 7 16 7 14 10 17 11 5 9 14 8 0 14,1 15 12 2 13 1 12 0 13 0 6 2 7 2 6 1 7 2 9 1 10 0 9 1 10 15 0 16 1 15 0 16 2 2 14 3 13 0 12 4 14 0 14 3 13 2 12 4 14,12668,50
0 17 3 16 9 14 1 12 4 2 11 17 2 17 2 6 17 2 14 2,0 10 12 15 7 15 5 12 0 13 0 0 13 0 12 16 0 15 0 13 2 12 1 9 16 10 15 2 12 0 12 3 13 1 12 4 13 0 13 0 12 2 13 0,7598,44
9 15 14 1 11 17 4 17 8 3 9 12 6 2 16 9 17 2 6,8 16 0 7 9 13 10 2 5 9 5 11 4 11 3 10 3 7 3 6 16 5 15 5 6 16 7 15 7 3 8 3 7 4 15 13 3 9 4 10 12 16 4 5 7 4 6 3 7 4 8 0 7 3 6 1 7 3 7 5 6,8226,59
10 4 12 4 13 10 12 2 6 2 11 12 11 15 2 13 2 5 8,12 1 12 1 8 15 4 16 3 16 4 15 4 15 3 16 4 12 3 13 4 0 3 15 5 16 1 3 6 0 7 3 6 1 7 5 6 16 7 15 5 6 16 7 15 3 4 3 4 15 7 6 7 4 6 4 7 5 6 16 4 7 3 6 5 7 3 8 0 7 5 6 1 7 4 6 0 7 4 6 1 7 3,10568,82
10 0 12 10 8 12 9 7 15 0 11 14 1 17 11 5 14 4 17 9,1 8 16 7 0 12 2 3 13 4 12 5 16 4 15 5 16 6 15 7 15 4 16 3 10 4 9 3 12 4 13 5 4 5 3 13 10 15 10 15 1 16 0 16 9 15 10 16 11 12 3,7262,51
5 12 9 4 8 11 3 11 5 11 1 17 0 16 6 2 12 3 14 11,10 17 9 15 3 9 5 8 1 7 0 6 0 7 1 6 2 8 1 8 1 7 15 0 16 1 10 6 0 12 1 13 7 9 1 0 1 15 0 16 0 15 2 16 2 10 13 0 12 0 13 1 12 9 13 12 13 1 12 0 12 10 13 9 2,9665,63
5 17 8 0 17 3 11 5 0 6 17 2 16 1 10 1 14 9 12 0,10 0 16 10 2 3 9 4 10 3 9 3 10 13 3 14 4 13 5 15 4 16 3 15 3 16 4 13 3 12 3 12 7 13 6 5 12 7 13 6 4 3 13 3 12 4 13 4 12 4 13 3 14 0 13 4 12 1 13 3,6332,60
9 14 0 8 13 8 17 7 1 5 15 8 15 2 11 2 13 3,15 1 11 15 1 4 6 3 8 4 8 3 7 5 9 10 5 9 5 10 12 3 13 5 16 3 15 4 15 3 17 3 15 3 9 3 10 5 10 15 16 15 9 16 7 4 6 4 9 4 7 3 10 6 3 7 3 6 5,6898,58
5 14 8 0 11 3 8 17 11 6 13 17 9 15 11 2 17 9 1 14,12 15 6 5 17 10 0 13 9 3 10 4 7 12 6 13 5 10 4 9 3 13 5 12 3 13 4 12 4 1 0 12 1 13 3 12 0 13 5 10 4 16 5 15 3 16 4 15 9 5 0 13 4 12 1 3 14 3 13 3 12 5 3 12 4 14,10067,65
8 15 5 8 11 16 11 5 9 15 3 2 7 3 11 12 1 11 4,12 9 1 11 0 13 3 12 1 3 9 3 10 3 12 3 13 4 7 3 6 3 7 6 7 3 6 4 7 3 6 3 10 15 9 16 5 10 15 9 16 5 5 7 4 6 15 7 4 6 3 6 16 7 3 6 16 7 4 7 3 6 15 4,8091,64
0 14 9 7 3 11 15 13 4 16 2 11 17 12 2 16 2 11 14,1 17 10 16 0 17 7 4 6 2 5 9 4 10 4 9 4 10 3 9 4 10 5 4 13 3 12 3 13 3 12 4 13 3 12 4 12 4 13 4 15 10 16 4 15 9 16 3 12 3 13 12 4 13 3 13 4 12 4 13 4 12 3 13 4 13 1 12 5 13 0 12 3 12,8559,74
4 10 16 1 11 15 2 16 0 11 5 11 2 17 4 7 16,4 13 4 16 9 4 1 13 0 12 1 0 7 1 0 6 1 7 2 6 0 10 1 9 1 10 1 9 1 6 1 7 0 6 1 7 2 6 1 7 13 0 12 0 13 0 12 0 13 1 12 2 12 10 13 9 1 0 12 3 13 1 12 4 13 2 13 2 12 1 13 1 12 2,9894,74
1 17 5 15 9 4 7 1 15 1 5 8 17 7 17 14 6 17 7,16 9 3 14 10 13 5 2 0 7 1 6 13 0 12 16 9 15 10 16 1 15 1 10 2 9 1 9 16 10 15 0 10 1 9 15 10 1 9 0 9 16 11 0 9 1,5228,45
9 16 0 16 6 1 14 3 11 14 9 17 10 14 5 10 0 15 3,16 6 1 17 6 15 0 10 3 9 6 16 7 15 6 3 7 4 10 15 9 16 9 4 10 4 15 3 16 3 15 3 16 4 3 4 17 1 15 5 16 0 17 3 16 3 15 5,6259,48
14 17 4 0 17 3 8 0 13 5 1 16 7 9 3 12 4 9,1 13 6 14 1 3 15 7 5 1 6 0 7 0 6 0 7 2 13 1 12 0 9 1 10 0 7 0 6 15 16 0 15 1 16 1 12 0 13 1 13 4 15 6 16 3 14 0 13 2 0 12 0 2 13 1 12 1 13 2 12 0 14 4 12 2 13 3 12 1,9765,69
1 13 8 11 12 8 5 11 15 2 13 16 10 3 9 13 16 5 7 14,1 12 7 1 15 4 0 3 4 9 3 11 4 11 5 10 3 6 3 7 3 16 4 15 3 16 4 15 3 15 4 16 5 15 4 16 3 4 12 4 16 3 13 3 16 1 15 5 4 16 15 16 3 4 15 3 16 0 17 3,8965,59
12 6 3 6 17 6 17 0 7 2 14 8 15 2 8 16 2 13,9 8 4 8 1 10 12 9 13 9 1 10 2 16 2 17 0 17 0 15 2 16 0 15 2 13 6 12 7 0 13 6 12 7 2 13 6 12 7 2 15 2 6 16 1 15 0 15 7 17 1 15 1 16 2,6365,55
17 11 13 11 17 5 15 5 16 10 12 5 17 4 6 12 15 9,3 13 10 3 8 2 14 7 0 6 5 2 1 4 3 1 10 0 9 16 2 15 10 2 9 2 10 0 9 1 13 0 12 1 12 3 16 10 15 4 14 1 12 2 13 4 12 2 13 3 12 0 12 2 13 0 12 0 13 0,8492,60
7 11 14 0 8 4 17 3 14 2 7 17 1 15 8 17 5 10,16 8 9 3 9 13 2 3 10 5 9 5 6 3 7 5 12 4 13 3 12 4 16 13 3 15 3 16 3 15 4 16 3 15 3 7 4 6 5 16 6 15 7 5 16 6 15 7 3 3 7 5 7 1 9 14 10 0 8 3,10164,60
14 6 1 13 9 5 13 1 3 14 9 14 6 17 14 10 6 13 8,7 12 15 6 4 14 15 7 16 0 3 0 16 0 15 1 10 0 9 2 7 1 6 1 7 0 6 9 0 10 6 0 7 9 2 10 0 9 1 10 0 1 7 0 8 3 10 14 9 4 8 0 6 0 7 0 6 1,6531,57
3 6 3 14 9 6 15 7 14 2 13 2 13 5 14 8 0 12 3,13 11 6 16 6 0 5 4 7 3 6 4 6 5 7 5 15 10 4 9 16 5 7 4 6 3 10 15 9 16 4 10 15 9 16 4 7 5 6 3 7 3 6 4 6 5 7 4 6 4 7,6728,51
13 5 14 8 12 8 2 16 11 17 2 3 14 10 13 7 11 14 15 4 1,7 12 4 15 10 1 10 5 11 3 10 3 7 6 13 4 12 4 6 3 7 4 7 5 6 3 13 15 4 10 3 9 16 12 3 5 8 0 7 5 6 1 8 4 8 0 7 4 6 1 8 5,7167,50
15 4 14 10 13 1 6 16 11 4 8 14 5 11 15 11 17 11 13,13 10 6 1 10 12 11 1 10 3 0 2 16 0 15 1 16 0 15 1 16 0 15 15 0 16 15 1 2 0 16 0 10 1 9 1 12 0 13 2 13 6 12 7 2 13 6 12 7 1 0 6 0 12 2 13 1 7 0 1 16 0 15 0,8430,63
5 11 4 13 7 12 10 8 14 1 17 4 11 17 5 10 15 5,11 4 17 6 13 1 12 0 10 1 9 0 7 0 6 1 6 0 7 2 7 2 6 1 7 0 6 1 3 9 0 10 1 4 1 13 1 12 2 6 10 4 12 3 9 7 12 10 13 9 1 13 1 12 2 10 12 9 13 2,7962,58
4 10 1 3 11 14 3 7 0 13 6 14 8 13 8 5 17 5,1 7 10 6 10 6 17 3 13 3 12 7 5 6 2 4 13 4 12 9 5 10 4 5 4 13 3 12 3 12 16 0 7 1 15 13 4 10 4 9 4 10 3 9 4 10 3 10 1 9 3 10 0 11 5,9935,53
2 7 16 7 17 10 14 5 2 7 16 2 10 0 9 12 2 6,16 8 2 6 16 7 4 6 15 10 16 9 5 10 5 9 5 10 3 9 3 7 12 6 13 6 4 7 3 15 3 16 4 12 7 13 3 12 6 13 7 4 12 3 14 3 14 5 13 6 15 4 16,7100,53
15 5 12 5 7 10 5 2 9 5 14 10 4 11 16 10 12 5 11,6 16 10 12 7 13 2 5 6 4 7 3 7 4 6 3 12 4 13 16 3 15 13 3 12 5 9 5 10 4 10 15 9 16 5 10 15 9 16 5 5 8 0 7 3 6 1 13 16 12 7 4 7 3 6 15 7 4,19990,58
14 17 3 17 11 1 14 1 8 1 10 16 6 13 4 15 2 16 5 9,16 12 3 12 13 1 12 1 6 0 7 4 0 13 0 12 1 7 0 6 2 9 0 10 0 6 0 7 2 9 2 11 12 11 0 10 1 13 2 0 8 4 6 2 7 3 8 0 7 1 7 4 6 2 7 3 8 2,8034,57
8 2 13 0 16 5 10 5 14 3 8 17 0 8 0 8 14 7 14,7 16 7 1 15 11 15 9 4 6 3 7 0 3 4 15 4 16 4 15 4 16 3 15 4 16 3 12 5 13 4 12 3 13 15 0 13 10 12 1 17 4 15 4 12 4 16 3 13 4 15 16 4 15 9 13 10 15 9 12 10 17 3 15 5,7635,65
11 4 11 2 8 0 8 11 17 11 0 13 8 12 7 3 11 5 12 7,13 7 1 7 0 4 9 13 10 4 13 4 12 4 13 4 12 4 10 4 11 3 10 5 15 3 16 3 12 3 13 7 5 6 16 4 7 3 8 15 7 5 3 16 4 6 3 8 3 8 5 7 15 9 4 10 3,6995,56
2 9 6 5 9 15 3 11 15 11 3 12 11 5 13 2 17,1 16 4 14 9 3 15 5 16 4 15 3 16 4 9 5 10 4 9 3 10 4 10 4 9 3 12 4 13 6 4 7 3 12 16 0 7 1 15 13 5 4 9 5 10 3 10 1 9 3 10 0 11 4 10 3 9 4 10,8158,57
9 14 3 14 4 11 14 3 0 17 8 9 12 8 0 16 6 15 1 7,6 10 0 8 0 7 12 6 0 15 5 17 4 15 4 15 3 16 5 13 4 12 4 15 4 3 16 4 9 13 10 12 10 3 9 3 7 5 6 3 7 5 6 9 12 7 13 10 12 13 12 6 13 5,8225,54
12 2 8 2 17 2 12 8 11 2 3 8 1 11 16 0 15 10 14,9 16 12 4 12 4 9 2 10 1 9 0 10 2 15 2 16 1 15 2 16 4 16 0 15 3 0 16 0 15 1 16 1 15 0 15 0 17 1 17 1 17 2 15 1 15 1 16 2,5724,49
17 5 14 3 8 1 13 16 1 14 10 3 14 7 4 2 11 0,15 6 0 9 7 0 3 6 4 7 3 15 4 16 13 4 3 12 13 4 12 9 5 10 6 3 7 4 10 3 9 13 3 12 3 13 3 12 4 13 4 12 5 12 7 13 6 5 3 14 0 13 3 12 1 14 3 14 0 13 5 12 1 14,7897,62
17 4 17 5 11 2 17 11 15 4 10 14 15 4 14 4 13 5 6,9 15 9 13 7 2 4 6 4 7 4 15 3 16 3 12 4 13 4 16 4 15 4 12 3 13 5 12 4 13 3 7 4 13 3 12 6 3 16 5 15 3 16 3 15 16 3 17 0 16 4 15 1 16 3 16 3 15 4 16 4 15 3,33338,63
3 10 4 17 4 8 2 7 13 7 11 17 14 4 14 0 14 0,6 16 12 1 12 3 17 2 15 4 16 4 10 3 9 6 4 7 3 7 4 6 3 6 5 7 5 6 4 7 16 15 4 9 3 10 3 16 4 15 5 7 4 13 3 12 6 16 4 15 4 16 5 15 3 15 5 16 5 3 15 10 17 15 4 15 3 15 9 17 3 15 5 16 5 15 4 16 3 13 5 12 3 13 3 12 13 9 13 8 12 10 13 8 14 4,50303,96
11 17 8 11 4 2 14 1 7 10 4 11 14 16 7 3 14 9 13,1 10 1 13 7 1 4 6 3 7 9 4 10 4 12 4 13 3 12 4 14 3 12 4 15 4 16 4 15 4 16 5 16 6 15 7 5 16 6 7 6 15 7 3 12 5 14 4 14 4 13 3 13 3 12 3,7776,55
4 11 5 15 8 14 3 6 11 1 17 3 14 10 5 16,16 10 1 3 13 0 3 10 1 9 2 7 2 6 1 9 0 10 1 6 0 7 2 0 1 7 15 6 16 1 1 15 10 2 9 2 9 16 2 10 1 10 0 11 2 10 2,6504,46
16 14 10 5 10 12 6 14 4 17 2 3 17 4 16 6 14 8,11 1 13 6 4 9 13 10 12 9 3 10 5 15 4 16 3 15 4 16 3 15 4 16 4 6 3 7 4 13 3 12 3 10 3 9 3 10 5 9 12 6 3 7 13 5 3 10 4 10 1 9 3 10 0 9 5 9 3 10 3 9 4,6722,64
4 8 17 4 17 14 7 5 6 2 12 8 17 11 2 4 11 3,5 16 11 3 1 7 0 6 2 16 2 17 0 16 1 6 4 7 0 6 3 7 1 6 2 7 0 10 6 1 13 0 12 7 9 16 2 15 0 16 1 16 4 15 2 16 3 17,7126,45
4 14 3 17 4 9 5 11 1 12 1 6 11 14 4 6 2,11 13 8 16 0 10 3 6 3 7 3 6 3 7 5 16 4 17 3 17 15 3 16 4 15 3 16 4 15 5 10 4 9 4 9 13 11 4 9 3 12 3 12 10 5 9 5 9 14 10 4 10 3 9 12 3,7551,56
14 3 2 17 8 14 10 14 10 4 7 9 12 16 6 2 15 1,0 9 15 11 0 7 5 6 16 7 3 4 13 4 12 3 0 3 13 4 12 1 4 12 7 14 6 7 12 6 13 3 12 5 16 3 15 3 16 3 15 4 16 3 15 5 7 3 6 5 6 16 7 15 5 6 16 7 15 3 4 3 7 5 6 5 6 16 7 4 7 3 6 15,9260,74
16 8 5 14 4 8 14 8 3 7 1 16 5 2 15 3 2 8 5,15 3 14 1 14 1 3 15 5 16 5 15 4 16 5 13 3 12 4 10 3 9 3 9 5 10 3 9 3 10 5 6 5 7 3 7 12 6 13 4 3 5 7 13 6 10 4 9 3 10 4 9 3 7 12 6 13 10 4 9 3 12 3,8267,62
6 3 13 7 5 14 10 2 17 8 3 14 6 0 14 16 7 17,9 7 1 15 1 3 6 4 7 4 7 12 6 3 16 4 15 5 16 3 15 4 12 4 13 15 4 16 3 13 9 12 11 16 4 15 9 5 5 16 4 15 3 15 3 16 4 16 3 15 3 15 4 16,6401,52
12 7 2 17 7 2 6 17 6 0 13 11 15 7 0 13 16 8,3 15 7 4 15 7 16 1 16 0 15 0 15 0 16 0 12 1 13 1 12 0 13 1 16 0 15 1 16 0 15 1 16 0 15 2 0 13 0 14 10 14 1 12 0 9 1 0 12 2 13 1 12 1 12 4 12 2 13 3 12 2 12 1,8027,65
9 4 14 3 13 16 8 12 5 12 11 3 11 14 16 9 17 1,1 9 12 4 13 2 15 4 16 5 6 5 7 3 4 6 7 3 6 4 7 3 9 4 10 4 9 4 10 4 9 3 10 5 10 15 9 16 3 5 6 16 6 15 8 4 6 3 7 3 13 3 12 5,7007,54
0 12 8 13 11 2 14 2 12 1 9 14 16 10 12 5 10 0 12,3 15 3 11 14 15 0 16 4 0 9 1 10 0 15 2 16 1 15 2 16 2 13 6 12 7 12 1 13 16 0 15 0 15 7 6 7 16 6 2 15 7 16 6 0 2 7 1 15 0 16 6 15 2 1 16 1 15 0 16 1 15 1 16,9468,64
4 10 13 6 15 5 10 15 4 11 14 0 11 1 17 8 9 4 12,4 13 10 5 12 10 6 13 7 9 1 11 0 11 0 10 0 9 10 6 0 7 4 7 2 6 0 7 1 6 3 7 2 6 1 13 15 12 13 4 6 3 12 16 0 1 0 7 2 6 1 6 3 7 0 6 4 7 0 7 0 6 0,9632,60
2 6 0 7 15 6 16 12 11 5 12 2 11 5 17 6 14,0 11 14 7 13 3 0 13 4 12 16 3 15 5 13 4 12 3 15 4 16 5 9 13 10 12 5 6 3 7 3 10 3 9 3 10 3 9 4 10 3 9 5 3 10 4 9 4 10 3 9 4 10 3 9 4 9 3 11 3 9 4 9 4 10 3,11986,66
15 1 11 2 15 5 8 12 8 2 17 0 9 12 10 1 14 7 13,17 6 12 7 1 16 6 4 7 3 7 4 6 3 4 6 5 7 5 12 3 13 3 9 4 10 6 4 7 3 9 3 10 3 10 15 9 16 5 16 3 7 3 6 4 7 4 6 5 7 5 6 4 15 3,7028,54
4 13 4 11 17 4 7 5 15 12 11 5 11 5 6 15 8 15,6 15 1 8 2 6 13 7 5 6 1 4 3 8 0 6 1 13 0 12 0 16 0 15 1 15 0 16 6 2 7 0 6 1 7 2 2 10 1 9 2 9 3 10 1 9 4 11 0 9 1 10 0 9 0,7299,56
15 7 17 4 14 0 14 17 0 11 7 16 9 5 16 10 4 13 10,0 9 16 14 7 13 3 13 0 5 9 3 11 3 9 5 7 4 6 5 13 4 12 15 4 16 3 15 4 16 5 10 15 9 4 10 16 9 3 3 5 8 0 7 5 6 1 7 4 7 3 6 5 7 4,7219,55
3 7 13 5 9 7 15 12 7 15 11 5 8 13 11 16 8 15,15 7 9 13 15 0 13 1 12 4 2 0 9 0 10 0 9 1 10 1 10 1 9 0 10 1 9 1 6 0 7 1 0 15 0 6 1 8 16 6 2 0 16 10 1 9 0 10 1 9 0 15 0 9 15 0 16 1 10 2,7294,58
6 16 9 13 1 7 5 12 9 16 6 2 14 9 2 6 14,14 7 3 17 15 16 1 13 5 2 16 1 15 2 16 0 15 0 12 1 14 12 0 13 1 12 0 12 0 13 1 10 2 9 0 9 3 7 16 6 4 11 1 9 2 1 9 3 10 1 9 4 11 1 9 2 10 1 9 2,7601,61
12 7 16 4 17 9 5 8 3 8 13 8 17 11 2 14 2 15,6 13 7 5 7 1 6 13 1 7 15 2 16 1 2 16 2 15 13 2 12 1 16 1 15 12 1 13 2 16 0 15 7 15 6 16 2 2 16 9 15 7 16 10 15 6 16 10 15 7 16 9 15 6 2,7427,55
0 6 16 5 10 7 12 7 3 14 2 11 8 0 8 14 8 14 5 11,12 9 15 5 8 1 10 3 9 4 9 3 10 7 5 6 4 10 3 9 13 5 12 5 10 4 9 13 9 12 10 4 9 3 10 4 11 0 10 5 9 1 11 5 9 5 10,6026,47
3 9 14 5 14 5 17 9 14 10 0 8 12 4 16 3 10 4 8,15 3 10 7 15 6 5 6 2 7 9 1 10 6 2 8 1 8 1 7 0 10 1 9 0 9 16 10 15 2 9 16 10 15 0 0 10 2 9 0 10 0 9 0 9 0 10 0 9 2 10 2,7855,52
5 17 1 11 13 8 17 11 13 11 13 1 14 6 15 3 1 17 8,4 16 0 15 7 16 3 2 16 2 15 0 16 1 15 2 13 1 12 1 13 1 12 1 16 2 15 2 12 0 13 2 16 0 15 2 0 15 0 16 2 12 16 9 15 10 13 0 16 17 2 16 1 15 1 16 1 15 0 16 1 15 6 16 1 15 0 15 7 17 2,8539,71
1 9 12 2 6 14 5 10 14 2 15 9 3 9 4 1 12 7,7 15 4 13 9 13 1 12 5 0 16 2 15 0 12 10 0 9 13 0 9 1 10 0 9 1 10 15 0 16 0 6 10 0 12 1 13 9 7 2 13 7 12 16 1 15 0 13 6 12 7 1 16 0 15 6,7464,53
0 6 15 12 3 7 16 0 5 14 0 7 9 2 10 3 15 14 3 6 9 16 2 12 8,12 4 12 4 2 12 10 13 0 6 0 7 0 6 0 7 2 1 12 0 13 0 12 0 13 10 2 9 1 13 1 12 0 13 1 12 2 13 1 12 1 9 13 2 12 2 12 10 13,4964,49
17 0 15 6 10 12 17 4 15 7 9 15 0 5 14 4 6 15 11 2 9 13 7 4 15,8 16 9 13 3 10 3 1 6 0 7 1 6 0 7 2 10 0 9 0 10 0 9 7 2 6 9 2 10 2 10 0 9 2 15 0 16 2 0 15 3 16 0 15 4 17 2 15 1 16 1 15,7657,52
2 12 11 1 12 16 0 4 12 2 11 13 9 1 11 6 13 2 6 16 5 0 14 8 11,16 9 14 7 12 1 10 4 9 5 16 3 17 4 17 3 15 12 4 13 3 9 4 10 3 9 4 10 6 4 7 3 6 4 7 10 4 9 4 10 5 9 4 10 4 9 3 9 13 11 3 9 3 10 4 9 12,6128,56
7 16 1 9 16 6 5 15 4 13 3 16 5 17 3 9 14 6 3 7 0 4 12 17 0,11 4 6 9 5 10 1 9 6 1 7 1 9 0 10 2 10 0 9 2 7 1 6 1 7 1 6 0 7 17 9 15 10 15 6 10 11 9 17 10 2 10 2 9 16 10 1 9 0 9 16 11 2,7563,53
5 8 13 2 11 3 7 0 3 10 1 17 3 2 14 0 9 3 2 16 4 13 5 12 9,11 4 16 6 1 11 9 2 7 4 6 4 15 3 16 0 13 3 12 4 1 16 4 15 4 16 3 15 5 3 4 10 3 9 3 12 4 13 5 17 3 17 3 16 0 5 16 3 15 1 3 16 4 17 3,7930,54
16 9 1 17 6 12 11 4 12 7 1 15 14 7 10 3 15 6 10 5 13 0 8 14 15,1 13 1 6 15 5 16 6 15 7 15 4 16 3 12 7 13 6 12 3 13 6 5 7 3 9 3 10 4 13 3 12 5 7 12 6 13 5 7 12 6 13 5 12 10 4 9 4 10 5 9 13 4 10 3 9 5 10 3 9,5996,60
17 8 10 12 16 9 1 13 3 6 13 8 11 0 16 0 7 3 0 8 15 9 8 17 11,6 4 9 12 11 4 2 9 0 11 1 11 0 10 1 13 6 12 7 2 16 1 17 2 16 0 12 0 13 15 1 12 17 9 15 10 13 1 7 0 16 0 15 1 16 1 15 2 16 2 15 1 6,6930,53
10 14 7 17 5 13 4 15 14 4 9 3 0 11 4 10 0 7 15 7 3 15 13 7 0,3 6 9 16 10 2 6 13 7 16 2 15 1 3 15 0 16 0 10 1 9 4 2 7 2 6 0 7 1 6 3 12 0 13 1 12 1 13 1 15 7 16 1 15 6 16 1 2 2 15 0 16 0 1 15 1 16 15 0 16 0 15 2 16 15 2 16 15 2 16 2 16 1 15 1 15 7 16 6 16 2 15 2 16 1 15 0 15 7 17 0 15 1 6 12 1 13,15859,96
2 11 14 15 8 17 8 15 5 12 17 1 10 0 5 8 17 7 1 12 9 17 9 1 13,10 13 1 12 2 13 2 12 4 13 3 13 4 12 15 3 16 4 12 3 16 15 13 5 15 5 16 3 16 4 15 4 15 4 16 3 15 4 16 3 16 8 14 1 13 0 12 1 13 0 13 8 15 3,6097,54
17 4 16 1 7 13 8 13 10 6 16 10 5 10 8 1 11 2 7 15 6 12 8 12 0,9 8 2 10 1 6 0 6 8 0 9 2 10 1 9 0 10 1 16 9 15 10 15 1 16 0 12 1 13 12 13 1 12 1 13 0 12 0 13 2 15 13 6 12 7 16 1 2 12 0 13 1 12 10 13 1 12 0 12 9 14 2,7702,61
2 11 1 6 3 12 10 5 14 4 6 12 8 2 5 14 17 3 7 2 4 7 4 7 4,16 14 10 14 0 10 0 9 0 6 0 7 2 15 1 16 7 1 6 0 1 10 2 9 1 13 1 12 1 16 9 15 0 16 10 15 2 12 10 13 9 16 10 12 10 13 11 15 0 13 0 12 1,7033,53
11 4 17 14 7 15 7 4 13 8 3 12 2 15 6 1 14 6 4 9 0 4 10 13 17,12 7 9 14 1 7 2 10 4 9 4 12 3 13 3 15 4 17 3 15 3 7 4 6 3 13 3 12 5 6 15 3 16 7 3 12 4 13 5 15 12 4 13 3 16 5,7030,45
14 2 17 14 10 15 1 5 10 5 9 15 0 13 7 5 16 3 8 3 9 5 14 5 2,6 3 9 4 17 7 15 6 16 2 10 1 9 1 16 0 15 0 15 1 0 16 0 16 15 9 2 10 1 9 2 10 1 10 2 9 1 10 1 9 2 7 2 6 7 6 0 7 1 6 13 1 7 0 6 12 1 16 10 1 9 0 15 11 4 3 4 10 3 10 17 6 1 7 17 2,11400,76
5 11 6 14 1 12 10 14 0 17 13 9 7 0 15 9 7 12 11 4 15 11 12 8 13,9 13 10 7 3 9 4 10 2 3 7 12 6 3 10 4 9 3 10 4 9 3 16 3 15 4 15 5 16 5 16 4 15 4 16 3 15 3 16 4 15 5 15 10 16 9 3 16 4 15 4 16 3 16 1 15 4 16 12 8 13 0 17 5,7528,63
